year,venue,paper_id,review_id,segment_id,segment_type,segment_hash,paper_decision,review_score,review_confidence,raw_open_code,canonical_code,canonical_code_id,split,source_available_from,code_model,moderator_model
2024,ICLR.cc,4MsfQ2H0lP,ICLR.cc/2024/Conference/Submission1707/Reviewer_554U,seg_3d6eaf602b12abc0,strength,bdb065be2bad6a941e5a7ff4758e54ddec186b2afd192e4ac459a93edb60fd7e,Accept (poster),6.0,,Clear organization and effective experimental results,Clear organization and strong experimental results,CC001920,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,JQc2VowqCzz,ICLR.cc/2023/Conference/Paper5720/Reviewer_wuf5,seg_4454881289667670,full_review,126fab213f51d1d30bb4e0585bfde7eac1fe21241754922a40779a52681af7cd,Accept: poster,6.0,,Innovative disentangled representation learning,Innovative disentangled representation learning,CC011411,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,mqCt76eiNt,ICLR.cc/2024/Conference/Submission5263/Reviewer_KGRx,seg_eb4073da2b476d91,strength,8ce59fcd2eec9023ee1b36f65ccd5a72cfa475d2e39fbbb1975e7c2325afa8a9,Reject,6.0,,Clarity and effective experimentation,Clarity and effective experimentation,CC001098,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,U17KoLrXE8,ICLR.cc/2024/Conference/Submission4705/Reviewer_X1XD,seg_48b3361ae38daa89,weakness,5a62720ef3c141b4afafebc56969af1df5464d2b717b35e51fb9178cbd6890db,Reject,5.0,,Limited dataset and model scope,Limited dataset and model scope,CC017786,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,SJeeL04KvH,ICLR.cc/2020/Conference/Paper1127/AnonReviewer2,seg_dd2d72e8daa58b94,full_review,869d248c4781db90ecb5256dcf43cdbf0b85ed50e82b0d3e3cc9a053ff05d977,Reject,6.0,,Innovative strategies for federated learning,Innovative approaches in federated learning,CC010850,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,kz5igjl04W,ICLR.cc/2024/Conference/Submission8428/Reviewer_w8kr,seg_386622911f490a9e,weakness,43cf1f5d620eb3950fb2523b013781e61c0b609b47d7c0d89a84eafb45ad81a5,Reject,3.0,,Lack of clarity in motivation and terminology,Limited novelty and unclear motivation,CC018135,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,FbLuklVaX7,ICLR.cc/2024/Conference/Submission3270/Reviewer_BSdo,seg_af38e7df600456be,weakness,d4d5a48f4e07a241872131ebd8aebd6c59df8eb84d633539a4ada821889599d2,Reject,1.0,,Poor writing and lack of clarity,Poor writing and clarity issues,CC022163,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,C54V-xTWfi,ICLR.cc/2022/Conference/Paper2328/Reviewer_nFhM,seg_57e248ca09a74400,full_review,9e0643d14adccb360ed3a19f25467d09a628a74e23248b3902ece900b971ca31,Accept (Poster),8.0,,Innovative training approach and strong results,Innovative training approach and strong results,CC013907,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,XIaS66XkNA,ICLR.cc/2024/Conference/Submission3420/Reviewer_5afM,seg_6507efbc0edf9486,strength,ec75a3990026a7ade7356648ac6d5d7a5215fec29f98c8d1dbab2e69219f6e0d,Accept (poster),5.0,,novelty and clarity in presentation,Limited novelty and unclear presentation,CC018138,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,iMy1hOrqiVE,ICLR.cc/2023/Conference/Paper3457/Reviewer_jWtC,seg_2a5aa3b80dc02255,full_review,54bd2bc236abbc15bb83b464e6452f3b9ddb709d24d84d904ac7f3ebecf28cb0,Reject,3.0,,Clear writing and strong experimental results,Clear writing and strong experimental results,CC002764,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,ByxaUgrFvH,ICLR.cc/2020/Conference/Paper2341/AnonReviewer4,seg_7c1d4fdea3c54149,full_review,ca0de3429b66fe304763254d2574ef8660edd98b139315e8098f25bc3070ffea,Accept (Poster),6.0,,Innovative MI gradient estimation model with strong experimental results,Innovative MI gradient estimation approach,CC009720,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,u8SYRtXDsZ,ICLR.cc/2025/Conference/Submission5444/Reviewer_jhmt,seg_70e702d3a85e9974,strength,1ae3e2cf66687e9b27d8d233fd8a863743a3dbfbb2d474534c25d110c941f0b0,Reject,5.0,,strong performance,Strong performance,CC033831,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,KkIE-qePhW,ICLR.cc/2022/Conference/Paper263/Reviewer_7NLP,seg_57ae7b58b404d50a,full_review,3ef22f41f0d056384f0ed457dab8f0b4e3b2c2f630f9e5c866352c3cc7e5fffc,Reject,3.0,,Valuable research direction in graph sparsification,Valuable research direction in graph sparsification,CC027147,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,3rULBvOJ8D2,ICLR.cc/2022/Conference/Paper1013/Reviewer_6tyw,seg_52938bf7c77c9cfa,full_review,7dac778f5dfce2585212528fbd85e6771ea096e094dbdffa66e54dadd6728d53,Accept (Poster),5.0,,Strong theoretical contributions and practical implications for meta-learning,Theoretical contributions to meta-learning properties,CC025709,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,NeWiiF6KLB,ICLR.cc/2024/Conference/Submission8332/Reviewer_9sae,seg_ac25176a4919e2d6,weakness,f07dcb6dd99c028f21fc0b11d583014dc904c191627b9bed13177e3a57b0effb,Reject,3.0,,Incremental contribution with limited novelty,Incremental contribution and lack of novelty,CC009326,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,GwBTlCIGs5,ICLR.cc/2024/Conference/Submission6318/Reviewer_ArGT,seg_93d441324e94ccb6,strength,38047242bc33634ddf6794ecb23b80ccfb3f3be089f58773275ece571d61f88d,Reject,3.0,,Clear readability,Clear readability,CC002201,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,dDo8druYppX,ICLR.cc/2022/Conference/Paper1820/Reviewer_ABfL,seg_3407cc7dc0ba6a35,full_review,70b842205b576239f2e2dd7a4cd17eedc7ca43c0375b199598a95051327d5fbe,Accept (Poster),8.0,,Novel approach and improved results,Novel approach with effective results,CC020126,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,99hq9VMkbg,ICLR.cc/2024/Conference/Submission4046/Reviewer_WkhP,seg_c3d58dbead7cd79e,strength,af0a778162f5d48daa3ebbc8ae064b1d77860256128b5c21521cc3bd677f09b4,Reject,6.0,,Innovative quantization techniques and theoretical insights,Innovative quantization techniques and theoretical insights,CC013329,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,fj2E5OcLFn,ICLR.cc/2024/Conference/Submission8461/Reviewer_NBgz,seg_3858b6713f2890fb,weakness,8fb57835285b1e34a3e5a0af18620363deea3fe9b0f87997729cc4d0d563c573,Accept (poster),8.0,,no significant weaknesses identified,No identified weaknesses,CC019480,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,yuXQOhKRjBr,ICLR.cc/2021/Conference/Paper589/AnonReviewer5,seg_ae0bdf39969d7953,full_review,9f11a6b37914ad860046e2e4a5d36aae12e524ea083479095e41a0ee1712586e,Reject,3.0,,Effective empirical evaluation of diverse sampling in GNNs,Effective diverse sampling approach for GNNs,CC005103,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,OE4uriQtuDJ,ICLR.cc/2023/Conference/Paper5706/Reviewer_ntdx,seg_8c28e70ec841bee2,full_review,1b556910c13aa7a12b2652669ccec8139f788e5a28d854ef116b80ece0877454,Reject,5.0,,Clear writing and significant performance gains,Clear writing and strong performance,CC002795,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,SJeOAJStwB,ICLR.cc/2020/Conference/Paper2030/AnonReviewer1,seg_75e8be9e2671818c,full_review,abeea93c36decec829bbbc294503d93af5c4e8558759fd27736ad90046ec7248,Reject,3.0,,important empirical investigation in federated learning,Novel theoretical insights on federated learning,CC021359,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,O9PArxKLe1,ICLR.cc/2024/Conference/Submission2831/Reviewer_LPhx,seg_0925a58b207e101c,strength,a47ef91e64f76b3f72bc20ffb092aeba98701d82f48a289e03255b81f80564d0,Accept (poster),8.0,,timely and innovative watermarking approach,Innovative watermarking approach,CC030304,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,pk0iUCNVPa,ICLR.cc/2024/Conference/Submission4760/Reviewer_uHc3,seg_61396f9535255c7a,weakness,d2c8a927d97397c206470d5acf4d81dd4ef0b5e617df56b29a1e5a1d79182ea9,Reject,6.0,,Insufficient analysis and comparison,Insufficient analysis and comparison,CC014672,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,w5ZtXOzMeJ,ICLR.cc/2025/Conference/Submission4665/Reviewer_Wxqg,seg_1d4d23da5c4cfa9e,weakness,00ae5bd1838b9f56789248f84e51778d37c524e59b949665de1db4bfd99b7a21,Accept (Poster),8.0,,hyperparam\_sensitivity,Hyperparameter sensitivity,CC029937,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,t4hNn7IvNZX,ICLR.cc/2021/Conference/Paper226/AnonReviewer2,seg_067baebfca1fe005,full_review,f5774ba286541c3e494b43dc2901e4adf3a2e34a49d8105d6ff7e9cdd396403b,Reject,2.0,,Application of randomized smoothing for robustness,Application of randomized smoothing for robustness,CC000658,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,GwBTlCIGs5,ICLR.cc/2024/Conference/Submission6318/Reviewer_QPCx,seg_c5a552aa52f3475c,weakness,12ea8079158137a3af523b2bedfe25d216c5756e0a4a76485117ff368ae794fe,Reject,6.0,,Insufficient experimental validation and comparisons,Insufficient experimental validation and comparisons,CC014812,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,816T4ab9Z5,ICLR.cc/2024/Conference/Submission5506/Reviewer_yszY,seg_16986d5af75490cb,weakness,34c36a5ca3923fce6c88f5776693add7b0a77101e3e25cfdfcc54751151d6395,Reject,8.0,,Limited novelty and missing experimental details,Lack of novelty and clarity in methodology,CC017055,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,wq0luyH3m4,ICLR.cc/2023/Conference/Paper2881/Reviewer_tAM3,seg_babc8eb7596783d9,full_review,a04c536c167dd886349e9b5310da0d44f290b26708ec693237ee5014416da6c0,Accept: poster,3.0,,Addresses a critical gap in few-shot classification benchmarks,Innovative benchmark for few-shot classification,CC010980,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,wHLMsM1SrP,ICLR.cc/2025/Conference/Submission3859/Reviewer_Q7CU,seg_ac6eedc0c929d1b9,weakness,fb5b3a8f5473af086b3a0b882ff3018dd6de1eeaf4420443957f876d1a88270b,Accept (Poster),6.0,,limited datasets,Limited datasets,CC030853,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,rYhDcQudVI,ICLR.cc/2024/Conference/Submission3038/Reviewer_zxWa,seg_ece5ae8e3091c271,strength,9d5d69f2c7676627a01042e3a02c9a116f2a07fe25fccffed4ee3daa05b8550a,Reject,5.0,,Strong experimental results and sound theoretical analysis,Strong experimental results and sound theoretical analysis,CC024763,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,AJBkfwXh3u,ICLR.cc/2024/Conference/Submission9348/Reviewer_fzQP,seg_fd7f86e326504b11,strength,30acadd1bc9eafcdcda9110d2e596eaec1f49f25f218feded82dd80d1cfe108b,Accept (poster),5.0,,Innovative approach to dynamic graphs,Innovative approach to dynamic graphs,CC010415,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,w2Z2OwVNeK,ICLR.cc/2021/Conference/Paper3201/AnonReviewer2,seg_f71467058f0ad460,full_review,4eeea581d76a0f89330ecaf39efd377d178f02795da00a1bb7701be4e321a68e,Accept (Poster),7.0,,Effective rebuttal addressing concerns,Effective rebuttal addressing concerns,CC005874,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,hbGV3vzMPzG,ICLR.cc/2022/Conference/Paper1954/Reviewer_dYnb,seg_5bf0fd3194180dd3,full_review,b5a6ae2baa37c138bda8e7c5f7e9de928de2bbc6b51ad526a841adaf3eaf005d,Reject,6.0,,Significant contributions to understanding adversarial training,Contribution to adversarial training understanding,CC003924,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,ayPPc0SyLv1,ICLR.cc/2023/Conference/Paper4948/Reviewer_7yc7,seg_46059d05bdfdb0c7,full_review,06b5820c29ed9355f2814b25902e681e87772d083aeb265d4c6e4292ac7947f2,Accept: notable-top-5%,8.0,,Simplicity and strong performance,Simplicity and superior performance,CC024297,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,1oijHJBRsT,ICLR.cc/2024/Conference/Submission2743/Reviewer_HdQC,seg_314c3fd200c173fa,weakness,784e216d252b8abd85443bf855e499bedb24862b57b4e1d68886b271cafec7b4,Accept (oral),8.0,,Lack of comparison between methods,Lack of comparison with existing methods,CC016689,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,HPdxC1THU8T,ICLR.cc/2023/Conference/Paper4463/Reviewer_rT7Z,seg_aff1949c7b2a240a,full_review,081464b8b3a073e17afdc2fe4e3bb627ccd28238e29607f06bdc9303c41c87c7,Accept: notable-top-25%,6.0,,Innovative adversarial training approach,Innovative adversarial training approach,CC009993,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,xGvPKAiOhq,ICLR.cc/2024/Conference/Submission3284/Reviewer_Z4Yg,seg_482bf0be27f4efd6,strength,8673fcc6f9696daac43d06c709bc0711c0739eb6f2819250436801c7c9c1f26a,Accept (spotlight),8.0,,novel results and rigorous proofs,"Rigorous proofs, novel results",CC033309,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,vgZDcUetWS,ICLR.cc/2025/Conference/Submission2438/Reviewer_FTXm,seg_5d7868d23736f3cf,weakness,cb6ad08b32f06ae5531ffeaae5ae0c93e5b1d63f18587ec35f8114aff3743b1e,Accept (Poster),8.0,,hyperparameter sensitivity,Hyperparameter sensitivity,CC029937,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,uHq5rHHektz,ICLR.cc/2022/Conference/Paper667/Reviewer_FAzC,seg_1ce1b75af3104735,full_review,4a32a3e710331f715b18798fd8cad680fcf0598938f0792ddf608c75cb94b0e4,Reject,3.0,,Concerns about novelty and dataset choice,Limited novelty and dataset concerns,CC018085,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,_xxbJ7oSJXX,ICLR.cc/2022/Conference/Paper4405/Reviewer_oGRd,seg_d626d35281e0d923,full_review,4c744be8b2e0d686df8334e963f25eb3d91ae805ccfeb946cff01f37af47115f,Reject,5.0,,Clear presentation and robust empirical evaluation,Clear presentation and robust empirical evaluation,CC002031,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,wCwz1F8qY8,ICLR.cc/2025/Conference/Submission10812/Reviewer_YoDi,seg_65f2c2175b8ca166,strength,6a569e8cbe12a0a19a7184213c58e3844c14dd2a2c60679f49c97b0a11bb6a6f,Reject,3.0,,outperforms baselines,Outperforms baselines,CC032689,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,QbFfqWAEmMr,ICLR.cc/2022/Conference/Paper2274/Reviewer_43Db,seg_75602cb54ccf0052,full_review,689fb616d18da8be0c7693eecaab24e692491eb5f9e6460a03b138068c951e62,Reject,6.0,,novel method with strong empirical results,Novel method with strong empirical support,CC032141,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,jAJrc-kzVd0,ICLR.cc/2021/Conference/Paper1623/AnonReviewer2,seg_ba8af87a2f3f0ef1,full_review,5b5ad88d275aec7b81c414e304114e0537d5f0a5382145c6a3d86d30e9232bb6,Reject,5.0,,Thorough exploration of prioritized experience replay,Innovative approach to prioritized experience replay,CC010631,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,dCwBpTXbfIq,ICLR.cc/2023/Conference/Paper1515/Reviewer_FaeD,seg_4af56f1be007c25f,full_review,22a6c87d5bfb401310ea25550e7346f8f4ec996f9a40a6ace5c33537ed0f3de6,Reject,3.0,,Novel theoretical contribution,Novel theoretical contribution,CC021339,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,DEJIDCmWOz,ICLR.cc/2024/Conference/Submission5638/Reviewer_jTXD,seg_8289f66c1f81bb48,strength,1aa49cd0dc2ea45567fa0336792a9616e3b0e190b6a9ec9303d7f34b97a8007f,Accept (poster),6.0,,Thorough evaluation and comparative analysis of watermarking,Innovative watermarking approach,CC030304,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,MACKSU3xed,ICLR.cc/2024/Conference/Submission5686/Reviewer_EjZd,seg_7f48d77ce28cf473,weakness,9f96c28480176bed1a95e7e10c27d38d030c3c6378287eb182f604aa74158c5e,Reject,3.0,,Lack of comparative analysis and clarity,Lack of comparative analysis with existing methods,CC016670,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,ybfmpJiKXX,ICLR.cc/2025/Conference/Submission7235/Reviewer_Bg64,seg_1561e5b9d6c95ffe,weakness,b2995800f0bf5e1a0ddcaed76660588330b4e8fff65b9c2acf08af5983240062,Accept (Poster),6.0,,annotation quality issues,Annotation quality issues,CC028041,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,CIaQKbTBwtU,ICLR.cc/2022/Conference/Paper3853/Reviewer_6n8V,seg_7f908913255d9c50,full_review,bdad678663b5a15436ab7cdc93ea3cba1d08d45132114cf7e5012d75a4283820,Accept (Poster),5.0,,Innovative meta-learning approach with empirical validation,Innovative meta-learning approach with empirical validation,CC012431,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,wj4Az2454x,ICLR.cc/2025/Conference/Submission8208/Reviewer_fRP4,seg_e15c29872f7c2741,strength,9233f835d64043501f9312e470edb1c9cdcfc25103355b3eca397d9e4c75fffd,Reject,6.0,,computation efficiency,Computational efficiency,CC028670,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,FZfWQFrdBT,ICLR.cc/2024/Conference/Submission4581/Reviewer_SSrL,seg_ce76844fc587568f,strength,7d67bf804a5f698a8a198f9a8a9cf88ff367eac285e4b7b50d2fceb8c0dbc59a,Reject,5.0,,Superior performance and simplicity,Simplicity and superior performance,CC024297,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,FJdSi_seSg,ICLR.cc/2023/Conference/Paper3687/Reviewer_JfaU,seg_9b10e06ac74e09a2,full_review,5a4c599be94bbf8e29ebe9478c01d88eaffd4b67ed929d9cf2d1ea20a5d882c2,Reject,5.0,,original approach for label noise robustness,Original approach for label noise robustness,CC032618,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,ySJSGZxN7M,ICLR.cc/2025/Conference/Submission9532/Reviewer_bWVH,seg_062e7584dd36ec66,strength,aa787faf8338573a83f31a7a211b7609467bccc6aeab20d0c27e04e5cbd2ac0a,Reject,1.0,,Important problem,Important problem,CC008615,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
